scientific_name,locale,common_name
Amblyospiza albifrons,zh_cn,厚嘴织雀
Amblyramphus holosericeus,zh_cn,红头黑鹂
Ameerega trivittata,zh_cn,Three-striped Poison Frog
Amietia delalandii,zh_cn,Common River Frog
Amietia fuscigula,zh_cn,棕喉阿箱头蛙
Amietia poyntoni,zh_cn,Poynton's River Frog
Amirafra angolensis,zh_cn,安哥拉歌百灵
Amirafra collaris,zh_cn,领歌百灵
Amirafra rufocinnamomea,zh_cn,垂耳歌百灵
Ammodramus aurifrons,zh_cn,黄眉沙鹀
Ammodramus humeralis,zh_cn,美洲沙鹀
Ammodramus savannarum,zh_cn,草蜢沙鹀
Ammomanes cinctura,zh_cn,斑尾漠百灵
Ammomanes deserti,zh_cn,漠百灵
Ammomanes phoenicura,zh_cn,棕尾漠百灵
Ammomanopsis grayi,zh_cn,格氏漠百灵
Ammonastes pelzelni,zh_cn,灰腹蚁鸟
Ammoperdix griseogularis,zh_cn,漠鹑
Ammoperdix heyi,zh_cn,沙鹑
Ammospermophilus harrisii,zh_cn,哈氏羚松鼠
Ammospermophilus interpres,zh_cn,Texas Antelope Squirrel
Ammospermophilus leucurus,zh_cn,白尾羚松鼠
Ammospermophilus nelsoni,zh_cn,尼氏羚松鼠
Ammospiza caudacuta,zh_cn,尖尾沙鹀
Ammospiza leconteii,zh_cn,莱氏沙鹀
Ammospiza maritima,zh_cn,海滨沙鹀
Ammospiza nelsoni,zh_cn,纳氏沙鹀
Ammotragus lervia,zh_cn,蛮羊
Ampeliceps coronatus,zh_cn,金冠树八哥
Ampelioides tschudii,zh_cn,鳞斑食果伞鸟
Ampelion rubrocristatus,zh_cn,红冠伞鸟
Ampelion rufaxilla,zh_cn,栗冠伞鸟
Ampelornis griseiceps,zh_cn,灰头蚁鸟
Amphipsalta cingulata,zh_cn,Clapping Cicada
Amphipsalta strepitans,zh_cn,Chirping Cicada
Amphipsalta zelandica,zh_cn,Chorus Cicada
Amphispiza bilineata,zh_cn,黑喉漠鹀
Amphispizopsis quinquestriata,zh_cn,Five-striped Sparrow
Amytornis ballarae,zh_cn,Kalkadoon Grasswren
Amytornis barbatus,zh_cn,Gray Grasswren
Amytornis dorotheae,zh_cn,Carpentarian Grasswren
Amytornis goyderi,zh_cn,Eyrean Grasswren
Amytornis housei,zh_cn,Black Grasswren
Amytornis merrotsyi,zh_cn,Short-tailed Grasswren
Amytornis modestus,zh_cn,Thick-billed Grasswren
Amytornis oweni,zh_cn,Sandhill Grasswren
Amytornis purnelli,zh_cn,Dusky Grasswren
Amytornis rowleyi,zh_cn,Opalton Grasswren
Amytornis striatus,zh_cn,Striated Grasswren
Amytornis textilis,zh_cn,Western Grasswren
Amytornis whitei,zh_cn,Pilbara Grasswren
Amytornis woodwardi,zh_cn,白喉草鹩莺
Anabacerthia amaurotis,zh_cn,白眉拾叶雀
Anabacerthia lichtensteini,zh_cn,赭胸拾叶雀
Anabacerthia ruficaudata,zh_cn,棕尾拾叶雀
Anabacerthia striaticollis,zh_cn,高山拾叶雀
Anabacerthia variegaticeps,zh_cn,鳞喉拾叶雀
Anabathmis hartlaubii,zh_cn,Principe Sunbird
Anabathmis newtonii,zh_cn,Newton's Sunbird
Anabathmis reichenbachii,zh_cn,瑞氏花蜜鸟
Anabazenops dorsalis,zh_cn,冠拾叶雀
Anabazenops fuscus,zh_cn,白领拾叶雀
Anabrus simplex,zh_cn,黑斑阿纳螽
Anairetes alpinus,zh_cn,灰胸雀霸鹟
Anairetes fernandezianus,zh_cn,弗南多斯雀霸鹟
Anairetes flavirostris,zh_cn,黄嘴雀霸鹟
Anairetes nigrocristatus,zh_cn,黑冠雀霸鹟
Anairetes parulus,zh_cn,须雀霸鹟
Anairetes reguloides,zh_cn,斑冠雀霸鹟
Anaplectes jubaensis,zh_cn,Red Weaver
Anaplectes rubriceps,zh_cn,红头织雀
Anapsaltoda pulchra,zh_cn,Golden Emperor
Anarhynchus alexandrinus,zh_cn,环颈鸻
Anarhynchus alticola,zh_cn,山鸻
Anarhynchus asiaticus,zh_cn,红胸鸻
Anarhynchus atrifrons,zh_cn,青藏沙鸻
Anarhynchus bicinctus,zh_cn,栗胸鸻
Anarhynchus collaris,zh_cn,领鸻
Anarhynchus dealbatus,zh_cn,白脸鸻
Anarhynchus falklandicus,zh_cn,双斑鸻
Anarhynchus frontalis,zh_cn,弯嘴鸻
Anarhynchus javanicus,zh_cn,爪哇鸻
Anarhynchus leschenaultii,zh_cn,铁嘴沙鸻
Anarhynchus marginatus,zh_cn,白额沙鸻
Anarhynchus mongolus,zh_cn,蒙古沙鸻
Anarhynchus montanus,zh_cn,岩鸻
Anarhynchus nivosus,zh_cn,雪鸻
Anarhynchus obscurus,zh_cn,新西兰鸻
Anarhynchus pallidus,zh_cn,栗斑鸻
Anarhynchus pecuarius,zh_cn,基氏沙鸻
Anarhynchus peronii,zh_cn,马来鸻
Anarhynchus ruficapillus,zh_cn,红顶鸻
Anarhynchus sanctaehelenae,zh_cn,圣岛沙鸻
Anarhynchus thoracicus,zh_cn,黑斑沙鸻
Anarhynchus veredus,zh_cn,东方鸻
Anarhynchus wilsonia,zh_cn,厚嘴鸻
Anas acuta,zh_cn,针尾鸭
Anas albogularis,zh_cn,安岛灰鸭
Anas andium,zh_cn,斑头鸭
Anas aucklandica,zh_cn,奥岛鸭
Anas bahamensis,zh_cn,白脸针尾鸭
Anas bernieri,zh_cn,马岛鸭
Anas capensis,zh_cn,绿翅灰斑鸭
Anas castanea,zh_cn,栗胸鸭
Anas chlorotis,zh_cn,褐鸭
Anas crecca,zh_cn,绿翅鸭
Anas diazi,zh_cn,墨西哥鸭
Anas eatoni,zh_cn,凯岛针尾鸭
Anas erythrorhyncha,zh_cn,赤嘴鸭
Anas flavirostris,zh_cn,黄嘴鸭
Anas fulvigula,zh_cn,北美斑鸭
Anas georgica,zh_cn,黄嘴针尾鸭
Anas gibberifrons,zh_cn,爪哇灰鸭
Anas gracilis,zh_cn,灰鸭
Anas laysanensis,zh_cn,莱岛鸭
Anas luzonica,zh_cn,棕颈鸭
Anas melleri,zh_cn,麻斑鸭
Anas nesiotis,zh_cn,坎岛鸭
Anas platyrhynchos,zh_cn,绿头鸭
Anas poecilorhyncha,zh_cn,南亚斑嘴鸭
Anas rubripes,zh_cn,北美黑鸭
Anas sparsa,zh_cn,非洲黑鸭
Anas superciliosa,zh_cn,太平洋黑鸭
Anas theodori,zh_cn,Mauritius Duck
Anas undulata,zh_cn,非洲黄嘴鸭
Anas wyvilliana,zh_cn,夏威夷鸭
Anas zonorhyncha,zh_cn,斑嘴鸭
Anastomus lamelligerus,zh_cn,非洲钳嘴鹳
Anastomus oscitans,zh_cn,钳嘴鹳
Anathana ellioti,zh_cn,南印树鼩
Anaxipha delicatula,zh_cn,Chirping Trig
Anaxipha exigua,zh_cn,Say's Trig
Anaxipha fultoni,zh_cn,Fulton's Trig
Anaxipha rosamacula,zh_cn,Pink-spotted Trig
Anaxipha tinnulacita,zh_cn,Fast-tinkling Trig
Anaxipha tinnulenta,zh_cn,Slow-tinkling Trig
Anaxipha vernalis,zh_cn,Spring Trig
Anaxyrus americanus,zh_cn,美国蟾蜍
Anaxyrus boreas,zh_cn,西北蟾蜍
Anaxyrus cognatus,zh_cn,大平原蟾蜍
Anaxyrus debilis,zh_cn,嫩绿蟾蜍
Anaxyrus fowleri,zh_cn,福氏蟾蜍
Anaxyrus hemiophrys,zh_cn,达科他蟾蜍
Anaxyrus punctatus,zh_cn,峡谷蟾蜍
Anaxyrus quercicus,zh_cn,橡蟾蜍
Anaxyrus speciosus,zh_cn,类饰蟾蜍
Anaxyrus terrestris,zh_cn,南方蟾蜍
Anaxyrus woodhousii,zh_cn,庭园蟾蜍
Ancistrops strigilatus,zh_cn,栗翅钩嘴雀
Andigena cucullata,zh_cn,冠山巨嘴鸟
Andigena hypoglauca,zh_cn,灰胸山巨嘴鸟
Andigena laminirostris,zh_cn,扁嘴山巨嘴鸟
Andigena nigrirostris,zh_cn,黑嘴山巨嘴鸟
Andinobates opisthomelas,zh_cn,Andean Poison Frog
Androdon aequatorialis,zh_cn,齿嘴蜂鸟
Andropadus importunus,zh_cn,黄腹绿鹎
Androphobus viridis,zh_cn,绿背鹛鸫
Angustitrella roosevelti,zh_cn,Angustitrella roosevelti
Anhima cornuta,zh_cn,角叫鸭
Anhinga anhinga,zh_cn,美洲蛇鹈
Anhinga melanogaster,zh_cn,黑腹蛇鹈
Anhinga novaehollandiae,zh_cn,澳洲蛇鹈
Anhinga rufa,zh_cn,红蛇鹈
Animal,zh_cn,动物
Anisognathus igniventris,zh_cn,朱腹岭裸鼻雀
Anisognathus lacrymosus,zh_cn,黄腹岭裸鼻雀
Anisognathus melanogenys,zh_cn,黑颊岭裸鼻雀
Anisognathus notabilis,zh_cn,黑颏岭裸鼻雀
Anisognathus somptuosus,zh_cn,蓝翅岭裸鼻雀
Anodorhynchus glaucus,zh_cn,绿松石金刚鹦鹉
Anodorhynchus hyacinthinus,zh_cn,紫蓝金刚鹦鹉
Anodorhynchus leari,zh_cn,李尔氏金刚鹦鹉
Anomalospiza imberbis,zh_cn,寄生织雀
Anopetia gounellei,zh_cn,阔尾隐蜂鸟
Anorrhinus austeni,zh_cn,白喉犀鸟
Anorrhinus galeritus,zh_cn,凤头犀鸟
Anorrhinus tickelli,zh_cn,锈颊犀鸟
Anous albivitta,zh_cn,灰燕鸥
Anous ceruleus,zh_cn,蓝灰燕鸥
Anous minutus,zh_cn,玄燕鸥
Anous stolidus,zh_cn,白顶玄燕鸥
Anous tenuirostris,zh_cn,小玄燕鸥
Anser albifrons,zh_cn,白额雁
Anser anser,zh_cn,灰雁
Anser brachyrhynchus,zh_cn,粉脚雁
Anser caerulescens,zh_cn,雪雁
Anser canagicus,zh_cn,帝雁
Anser cygnoides,zh_cn,鸿雁
Anser erythropus,zh_cn,小白额雁
Anser fabalis,zh_cn,豆雁
Anser indicus,zh_cn,斑头雁
Anser rossii,zh_cn,细嘴雁
Anser serrirostris,zh_cn,短嘴豆雁
Anseranas semipalmata,zh_cn,鹊雁
Anstisia lutea,zh_cn,Nornalup Frog
Antechinus flavipes,zh_cn,黄袋鼩
Anthipes monileger,zh_cn,白喉姬鹟
Anthipes solitaris,zh_cn,棕眉姬鹟
Anthobaphes violacea,zh_cn,橙胸花蜜鸟
Anthocephala berlepschi,zh_cn,托利马花顶蜂鸟
Anthocephala floriceps,zh_cn,花顶蜂鸟
Anthochaera carunculata,zh_cn,红垂蜜鸟
Anthochaera chrysoptera,zh_cn,灰颊垂蜜鸟
Anthochaera lunulata,zh_cn,小垂蜜鸟
Anthochaera paradoxa,zh_cn,黄垂蜜鸟
Anthochaera phrygia,zh_cn,王吸蜜鸟
Anthornis melanocephala,zh_cn,Chatham Islands Bellbird
Anthornis melanura,zh_cn,钟吸蜜鸟
Anthoscopus caroli,zh_cn,非洲攀雀
Anthoscopus flavifrons,zh_cn,林攀雀
Anthoscopus minutus,zh_cn,南攀雀
Anthoscopus musculus,zh_cn,灰攀雀
Anthoscopus parvulus,zh_cn,黄攀雀
Anthoscopus punctifrons,zh_cn,斑额攀雀
Anthracoceros albirostris,zh_cn,东方冠斑犀鸟
Anthracoceros coronatus,zh_cn,冠斑犀鸟
Anthracoceros malayanus,zh_cn,黑斑犀鸟
Anthracoceros marchei,zh_cn,白嘴斑犀鸟
Anthracoceros montani,zh_cn,黑嘴斑犀鸟
Anthracothorax aurulentus,zh_cn,波多黎各芒果蜂鸟
Anthracothorax dominicus,zh_cn,黑胸芒果蜂鸟
Anthracothorax mango,zh_cn,牙买加芒果蜂鸟
Anthracothorax nigricollis,zh_cn,黑喉芒果蜂鸟
Anthracothorax prevostii,zh_cn,绿胸芒果蜂鸟
Anthracothorax veraguensis,zh_cn,巴拿马芒果蜂鸟
Anthracothorax viridigula,zh_cn,绿喉芒果蜂鸟
Anthracothorax viridis,zh_cn,绿芒果蜂鸟
Anthreptes anchietae,zh_cn,Anchieta's Sunbird
Anthreptes aurantius,zh_cn,紫尾食蜜鸟
Anthreptes gabonicus,zh_cn,Mouse-brown Sunbird
Anthreptes griseigularis,zh_cn,褐喉吸蜜鸟
Anthreptes longuemarei,zh_cn,西紫背食蜜鸟
Anthreptes malacensis,zh_cn,褐喉食蜜鸟
Anthreptes neglectus,zh_cn,紫背食蜜鸟
Anthreptes orientalis,zh_cn,东紫背食蜜鸟
Anthreptes rectirostris,zh_cn,绿食蜜鸟
Anthreptes reichenowi,zh_cn,纯背食蜜鸟
Anthreptes rhodolaemus,zh_cn,棕喉食蜜鸟
Anthreptes rubritorques,zh_cn,红领食蜜鸟
Anthreptes seimundi,zh_cn,小绿食蜜鸟
Anthreptes simplex,zh_cn,纯色食蜜鸟
Anthreptes tephrolaemus,zh_cn,Gray-chinned Sunbird
Anthropoides paradiseus,zh_cn,蓝鹤
Anthropoides virgo,zh_cn,蓑羽鹤
Anthus antarcticus,zh_cn,南极鹨
Anthus australis,zh_cn,澳洲鹨
Anthus berthelotii,zh_cn,伯塞氏鹨
Anthus bogotensis,zh_cn,帕拉鹨
Anthus brachyurus,zh_cn,短尾鹨
Anthus brevirostris,zh_cn,Puna Pipit
Anthus caffer,zh_cn,南非鹨
Anthus campestris,zh_cn,平原鹨
Anthus cervinus,zh_cn,红喉鹨
Anthus chacoensis,zh_cn,查科鹨
Anthus chii,zh_cn,黄鹨
Anthus cinnamomeus,zh_cn,非洲鹨
Anthus correndera,zh_cn,科雷鹨
Anthus crenatus,zh_cn,南非石鹨
Anthus furcatus,zh_cn,短嘴鹨
Anthus godlewskii,zh_cn,布氏鹨
Anthus gustavi,zh_cn,北鹨
Anthus gutturalis,zh_cn,斑喉鹨
Anthus hellmayri,zh_cn,赫氏鹨
Anthus hodgsoni,zh_cn,树鹨
Anthus hoeschi,zh_cn,山地鹨
Anthus japonicus,zh_cn,黄腹鹨
Anthus leucophrys,zh_cn,纯背鹨
Anthus lineiventris,zh_cn,条纹鹨
Anthus lutescens,zh_cn,黄鹨
Anthus melindae,zh_cn,灰鹨
Anthus nattereri,zh_cn,赭胸鹨
Anthus nicholsoni,zh_cn,博茨瓦纳长嘴鹨
Anthus nilghiriensis,zh_cn,印度鹨
Anthus novaeseelandiae,zh_cn,新西兰鹨
Anthus nyassae,zh_cn,Woodland Pipit
Anthus pallidiventris,zh_cn,长脚鹨
Anthus peruvianus,zh_cn,秘鲁鹨
Anthus petrosus,zh_cn,石鹨
Anthus pratensis,zh_cn,草地鹨
Anthus richardi,zh_cn,理氏鹨
Anthus roseatus,zh_cn,粉红胸鹨
Anthus rubescens,zh_cn,美洲黄腹鹨
Anthus ruficollis,zh_cn,Madanga
Anthus rufulus,zh_cn,田鹨
Anthus similis,zh_cn,长嘴鹨
Anthus sokokensis,zh_cn,东非鹨
Anthus spinoletta,zh_cn,水鹨
Anthus spragueii,zh_cn,斯氏鹨
Anthus sylvanus,zh_cn,山鹨
Anthus trivialis,zh_cn,林鹨
Anthus vaalensis,zh_cn,沙黄鹨
Antigone antigone,zh_cn,赤颈鹤
Antigone canadensis,zh_cn,沙丘鹤
Antigone rubicunda,zh_cn,澳洲鹤
Antigone vipio,zh_cn,白枕鹤
Antilocapra americana,zh_cn,叉角羚
Antilophia bokermanni,zh_cn,阿拉里皮娇鹟
Antilophia galeata,zh_cn,盔娇鹟
Antiurus maculicaudus,zh_cn,白斑尾夜鹰
Antrostomus arizonae,zh_cn,墨西哥三声夜鹰
Antrostomus badius,zh_cn,尤卡坦褐领夜鹰
Antrostomus carolinensis,zh_cn,卡氏夜鹰
Antrostomus cubanensis,zh_cn,古巴夜鹰
Antrostomus ekmani,zh_cn,伊岛夜鹰
Antrostomus noctitherus,zh_cn,波多黎各夜鹰
Antrostomus ridgwayi,zh_cn,黄领夜鹰
Antrostomus rufus,zh_cn,棕夜鹰
Antrostomus salvini,zh_cn,褐领夜鹰
Antrostomus saturatus,zh_cn,美洲乌夜鹰
Antrostomus sericocaudatus,zh_cn,丝尾夜鹰
Antrostomus vociferus,zh_cn,三声夜鹰
Antrozous pallidus,zh_cn,淡色穴生蝠
Anumara forbesi,zh_cn,福氏黑鹂
Anumbius annumbi,zh_cn,集木雀
Anurogryllus arboreus,zh_cn,Common Short-tailed Cricket
Anurogryllus celerinictus,zh_cn,Indies Short-tailed Cricket
Anurolimnas castaneiceps,zh_cn,栗头田鸡
Anurolimnas fasciatus,zh_cn,黑斑田鸡
Anurolimnas viridis,zh_cn,红顶田鸡
Aotus azarae,zh_cn,Azara’s Night Monkey
Aotus lemurinus,zh_cn,Colombian Night Monkey
Aotus miconax,zh_cn,Andean Night Monkey
Aotus nigriceps,zh_cn,黑夜猴
Aotus vociferans,zh_cn,Spix's Night Monkey
Apalharpactes mackloti,zh_cn,苏门答腊咬鹃
Apalharpactes reinwardtii,zh_cn,蓝尾咬鹃
Apalis alticola,zh_cn,褐头娇莺
Apalis argentea,zh_cn,昆圭娇莺
Apalis bamendae,zh_cn,巴门娇莺
Apalis binotata,zh_cn,隐娇莺
Apalis chapini,zh_cn,查氏娇莺
Apalis chariessa,zh_cn,白翅娇莺
Apalis chirindensis,zh_cn,赤尔娇莺
Apalis cinerea,zh_cn,灰娇莺
Apalis flavida,zh_cn,黄胸娇莺
Apalis flavigularis,zh_cn,黄喉娇莺
Apalis fuscigularis,zh_cn,泰塔娇莺
Apalis goslingi,zh_cn,高氏娇莺
Apalis jacksoni,zh_cn,黑喉娇莺
Apalis kaboboensis,zh_cn,卡波波娇莺
Apalis karamojae,zh_cn,卡拉娇莺
Apalis lynesi,zh_cn,莫桑比克娇莺
Apalis melanocephala,zh_cn,黑头娇莺
Apalis nigriceps,zh_cn,黑顶娇莺
Apalis personata,zh_cn,黑脸娇莺
Apalis porphyrolaema,zh_cn,栗喉娇莺
Apalis ruddi,zh_cn,拉氏娇莺
Apalis rufogularis,zh_cn,棕喉娇莺
Apalis sharpii,zh_cn,夏氏娇莺
Apalis stronachi,zh_cn,马赛娇莺
Apalis thoracica,zh_cn,斑喉娇莺
Apaloderma aequatoriale,zh_cn,黄颊咬鹃
Apaloderma narina,zh_cn,绿颊咬鹃
Apaloderma vittatum,zh_cn,斑尾非洲咬鹃
Apalopteron familiare,zh_cn,笠原吸蜜鸟
Aphanapteryx bonasia,zh_cn,Red Rail
Aphanocrex podarces,zh_cn,St. Helena Rail
Aphanotriccus audax,zh_cn,黑嘴斑翅霸鹟
Aphanotriccus capitalis,zh_cn,褐胸斑翅霸鹟
Aphelocephala leucopsis,zh_cn,白脸刺莺
Aphelocephala nigricincta,zh_cn,斑纹白脸刺莺
Aphelocephala pectoralis,zh_cn,栗胸白脸刺莺
Aphelocoma californica,zh_cn,西丛鸦
Aphelocoma coerulescens,zh_cn,佛罗里达丛鸦
Aphelocoma insularis,zh_cn,圣岛丛鸦
Aphelocoma ultramarina,zh_cn,灰胸丛鸦
Aphelocoma unicolor,zh_cn,纯色丛鸦
Aphelocoma wollweberi,zh_cn,墨西哥丛鸦
Aphelocoma woodhouseii,zh_cn,伍氏丛鸦
Aphrastura masafuerae,zh_cn,马萨岛雷雀
Aphrastura spinicauda,zh_cn,棘尾雷雀
Aphrodroma brevirostris,zh_cn,短嘴圆尾鹱
Apis cerana,zh_cn,东方蜜蜂
Apis mellifera,zh_cn,西方蜜蜂
Aplastodiscus albosignatus,zh_cn,Bocaina Tree Frog
Aplastodiscus leucopygius,zh_cn,Guinle Tree Frog
Aplastodiscus perviridis,zh_cn,Canebrake Tree Frog
Aplonis atrifusca,zh_cn,铜绿辉椋鸟
Aplonis brunneicapillus,zh_cn,白眼辉椋鸟
Aplonis cantoroides,zh_cn,小辉椋鸟
Aplonis cinerascens,zh_cn,拉岛辉椋鸟
Aplonis corvina,zh_cn,Kosrae Starling
Aplonis crassa,zh_cn,塔宁辉椋鸟
Aplonis dichroa,zh_cn,圣克托辉椋鸟
Aplonis feadensis,zh_cn,环礁辉椋鸟
Aplonis fusca,zh_cn,Tasman Starling
Aplonis grandis,zh_cn,褐翅辉椋鸟
Aplonis insularis,zh_cn,伦岛辉椋鸟
Aplonis magna,zh_cn,长尾辉椋鸟
Aplonis mavornata,zh_cn,Mysterious Starling
Aplonis metallica,zh_cn,群辉椋鸟
Aplonis minor,zh_cn,短尾辉椋鸟
Aplonis mysolensis,zh_cn,摩鹿加辉椋鸟
Aplonis mystacea,zh_cn,黄眼辉椋鸟
Aplonis opaca,zh_cn,花辉椋鸟
Aplonis panayensis,zh_cn,亚洲辉椋鸟
Aplonis pelzelni,zh_cn,暗辉椋鸟
Aplonis santovestris,zh_cn,山辉椋鸟
Aplonis striata,zh_cn,纹辉椋鸟
Aplonis tabuensis,zh_cn,玻利辉椋鸟
Aplonis zelandica,zh_cn,棕翅辉椋鸟
Aplopelia larvata,zh_cn,非洲鸽
Apodemus sylvaticus,zh_cn,林姬鼠
Applause,zh_cn,掌声
Aprositornis disjuncta,zh_cn,委内瑞拉蚁鸟
Aprosmictus erythropterus,zh_cn,红翅鹦鹉
Aprosmictus jonquillaceus,zh_cn,橄欖绿肩红翅鹦鹉
Aptenodytes forsteri,zh_cn,帝企鹅
Aptenodytes patagonicus,zh_cn,王企鹅
Apteryx australis,zh_cn,褐几维鸟
Apteryx mantelli,zh_cn,北岛褐几维鸟
Apteryx maxima,zh_cn,大斑几维鸟
Apteryx owenii,zh_cn,小斑几维鸟
Apteryx rowi,zh_cn,奥卡里托褐几维鸟
Apus acuticauda,zh_cn,暗背雨燕
Apus affinis,zh_cn,小雨燕
Apus alexandri,zh_cn,亚氏雨燕
Apus apus,zh_cn,普通雨燕
Apus balstoni,zh_cn,马岛黑雨燕
Apus barbatus,zh_cn,非洲黑雨燕
Apus batesi,zh_cn,贝氏雨燕
Apus berliozi,zh_cn,伯氏雨燕
Apus bradfieldi,zh_cn,布氏雨燕
Apus caffer,zh_cn,非洲白腰雨燕
Apus cooki,zh_cn,印支白腰雨燕
Apus horus,zh_cn,白眉雨燕
Apus leuconyx,zh_cn,布莱氏雨燕
Apus melba,zh_cn,高山雨燕
Apus niansae,zh_cn,尼安萨雨燕
Apus nipalensis,zh_cn,小白腰雨燕
Apus pacificus,zh_cn,白腰雨燕
Apus pallidus,zh_cn,苍雨燕
Apus salimalii,zh_cn,青藏白腰雨燕
Apus unicolor,zh_cn,纯色雨燕
Aquila adalberti,zh_cn,西班牙帝雕
Aquila africana,zh_cn,非洲鹰雕
Aquila audax,zh_cn,楔尾雕
Aquila chrysaetos,zh_cn,金雕
Aquila fasciata,zh_cn,白腹隼雕
Aquila gurneyi,zh_cn,格氏雕
Aquila heliaca,zh_cn,白肩雕
Aquila nipalensis,zh_cn,草原雕
Aquila rapax,zh_cn,茶色雕
Aquila spilogaster,zh_cn,非洲雕
Aquila verreauxii,zh_cn,黑雕
Ara ambiguus,zh_cn,大绿金刚鹦鹉
Ara ararauna,zh_cn,黄蓝金刚鹦鹉
Ara chloropterus,zh_cn,红绿金刚鹦鹉
Ara glaucogularis,zh_cn,玻利维亚金刚鹦鹉
Ara macao,zh_cn,五彩金刚鹦鹉
Ara militaris,zh_cn,军金刚鹦鹉
Ara rubrogenys,zh_cn,红额金刚鹦鹉
Ara severus,zh_cn,栗额金刚鹦鹉
Ara tricolor,zh_cn,Cuban Macaw
Arachnothera affinis,zh_cn,细纹灰胸捕蛛鸟
Arachnothera chrysogenys,zh_cn,小黄耳捕蛛鸟
Arachnothera clarae,zh_cn,裸脸捕蛛鸟
Arachnothera crassirostris,zh_cn,厚嘴捕蛛鸟
Arachnothera dilutior,zh_cn,淡色捕蛛鸟
Arachnothera everetti,zh_cn,婆罗洲捕蛛鸟
Arachnothera flammifera,zh_cn,Orange-tufted Spiderhunter
Arachnothera flavigaster,zh_cn,大黄耳捕蛛鸟
Arachnothera juliae,zh_cn,怀氏捕蛛鸟
Arachnothera longirostra,zh_cn,长嘴捕蛛鸟
Arachnothera magna,zh_cn,纹背捕蛛鸟
Arachnothera modesta,zh_cn,灰胸捕蛛鸟
Arachnothera robusta,zh_cn,纹胸捕蛛鸟
Aramides albiventris,zh_cn,白腹林秧鸡
Aramides axillaris,zh_cn,棕颈林秧鸡
Aramides cajaneus,zh_cn,灰颈林秧鸡
Aramides calopterus,zh_cn,红翅林秧鸡
Aramides mangle,zh_cn,小林秧鸡
Aramides saracura,zh_cn,灰胸林秧鸡
Aramides wolfi,zh_cn,褐林秧鸡
Aramides ypecaha,zh_cn,大林秧鸡
Aramidopsis plateni,zh_cn,普氏秧鸡
Aramus guarauna,zh_cn,秧鹤
Aratinga auricapillus,zh_cn,金帽锥尾鹦鹉
Aratinga jandaya,zh_cn,詹代亚锥尾鹦鹉
Aratinga maculata,zh_cn,黄胸锥尾鹦鹉
Aratinga nenday,zh_cn,南达锥尾鹦鹉
Aratinga solstitialis,zh_cn,太阳锥尾鹦鹉
Aratinga weddellii,zh_cn,灰头锥尾鹦鹉
Arborophila ardens,zh_cn,海南山鹧鸪
Arborophila atrogularis,zh_cn,白颊山鹧鸪
Arborophila brunneopectus,zh_cn,褐胸山鹧鸪
Arborophila cambodiana,zh_cn,栗头山鹧鸪
Arborophila campbelli,zh_cn,坎氏山鹧鸪
Arborophila crudigularis,zh_cn,台湾山鹧鸪
Arborophila davidi,zh_cn,橙颈山鹧鸪
Arborophila gingica,zh_cn,白额山鹧鸪
Arborophila hyperythra,zh_cn,赤胸山鹧鸪
Arborophila javanica,zh_cn,棕腹山鹧鸪
Arborophila mandellii,zh_cn,红胸山鹧鸪
Arborophila orientalis,zh_cn,灰胸山鹧鸪
Arborophila rolli,zh_cn,罗氏山鹧鸪
Arborophila rubrirostris,zh_cn,红嘴山鹧鸪
Arborophila rufipectus,zh_cn,四川山鹧鸪
Arborophila rufogularis,zh_cn,红喉山鹧鸪
Arborophila sumatrana,zh_cn,苏门答腊山鹧鸪
Arborophila torqueola,zh_cn,环颈山鹧鸪
Arcanator orostruthus,zh_cn,Dapple-throat
Archboldia papuensis,zh_cn,阿氏园丁鸟
Archilochus alexandri,zh_cn,黑颏北蜂鸟
Archilochus colubris,zh_cn,红喉北蜂鸟
Arctocephalus forsteri,zh_cn,新西兰海狗
Arctocephalus gazella,zh_cn,南极海狗
Arctocephalus pusillus,zh_cn,南非海狗
Arcyptera fusca,zh_cn,网翅蝗
Ardea alba,zh_cn,大白鹭
Ardea brachyrhyncha,zh_cn,非洲中白鹭
Ardea cinerea,zh_cn,苍鹭
Ardea cocoi,zh_cn,黑冠白颈鹭
Ardea coromanda,zh_cn,牛背鹭
Ardea goliath,zh_cn,巨鹭
Ardea herodias,zh_cn,大蓝鹭
Ardea humbloti,zh_cn,马岛鹭
Ardea ibis,zh_cn,西牛背鹭
Ardea insignis,zh_cn,白腹鹭
Ardea intermedia,zh_cn,中白鹭
Ardea melanocephala,zh_cn,黑头鹭
Ardea pacifica,zh_cn,白颈鹭
Ardea plumifera,zh_cn,澳洲中白鹭
Ardea purpurea,zh_cn,草鹭
Ardea sumatrana,zh_cn,大嘴鹭
Ardenna bulleri,zh_cn,灰背鹱
Ardenna carneipes,zh_cn,淡足鹱
Ardenna creatopus,zh_cn,粉脚鹱
Ardenna gravis,zh_cn,大鹱
Ardenna grisea,zh_cn,灰鹱
Ardenna pacifica,zh_cn,楔尾鹱
Ardenna tenuirostris,zh_cn,短尾鹱
Ardeola bacchus,zh_cn,池鹭
Ardeola grayii,zh_cn,印度池鹭
Ardeola idae,zh_cn,马岛池鹭
Ardeola ralloides,zh_cn,白翅黄池鹭
Ardeola rufiventris,zh_cn,棕腹池鹭
Ardeola speciosa,zh_cn,爪哇池鹭
Ardeotis arabs,zh_cn,阿拉伯鸨
Ardeotis australis,zh_cn,澳洲鸨
